"Species","mass_gm","source"
"Erythrura gouldiae",13.8,"combined: BirdLife, eBird, BirdTree"
"Erythrura hyperythra",11,"combined: BirdLife, eBird, BirdTree"
"Erythrura kleinschmidti",21,"combined: BirdLife, eBird, BirdTree"
"Erythrura papuana",19.4,"combined: BirdLife, eBird, BirdTree"
"Erythrura pealii",12,"combined: BirdLife, eBird, BirdTree"
"Erythrura prasina",14.7,"combined: BirdLife, eBird, BirdTree"
"Erythrura psittacea",11.5,"combined: BirdLife, eBird, BirdTree"
"Erythrura regia",13.2,"combined: BirdLife, eBird, BirdTree"
"Erythrura trichroa",14.3933333333333,"combined: BirdLife, eBird, BirdTree"
"Erythrura tricolor",11,"combined: BirdLife, eBird, BirdTree"
"Erythrura viridifacies",12.6,"combined: BirdLife, eBird, BirdTree"
"Esacus giganteus",1015.87,"combined: BirdLife, eBird, BirdTree"
"Esacus magnirostris",1015.885,"combined: BirdLife, eBird, BirdTree"
"Esacus recurvirostris",790,"combined: BirdLife, eBird, BirdTree"
"Estrilda astrild",8.29333333333333,"combined: BirdLife, eBird, BirdTree"
"Estrilda atricapilla",7.8,"combined: BirdLife, eBird, BirdTree"
"Estrilda caerulescens",9.4,"combined: BirdLife, eBird, BirdTree"
"Estrilda charmosyna",7.4,"combined: BirdLife, eBird, BirdTree"
"Estrilda coerulescens",9.4,"combined: BirdLife, eBird, BirdTree"
"Estrilda erythronotos",9.2,"combined: BirdLife, eBird, BirdTree"
"Estrilda kandti",8,"combined: BirdLife, eBird, BirdTree"
"Estrilda melanotis",6.51,"combined: BirdLife, eBird, BirdTree"
"Estrilda melpoda",7.6,"combined: BirdLife, eBird, BirdTree"
"Estrilda nigriloris",7.48666666666667,"combined: BirdLife, eBird, BirdTree"
"Estrilda nonnula",7.7,"combined: BirdLife, eBird, BirdTree"
"Estrilda paludicola",7.6,"combined: BirdLife, eBird, BirdTree"
"Estrilda perreini",7.4,"combined: BirdLife, eBird, BirdTree"
"Estrilda poliopareia",7.48666666666667,"combined: BirdLife, eBird, BirdTree"
"Estrilda quartinia",6.7,"combined: BirdLife, eBird, BirdTree"
"Estrilda rhodopyga",7.7,"combined: BirdLife, eBird, BirdTree"
"Estrilda rufibarba",8.5,"combined: BirdLife, eBird, BirdTree"
"Estrilda thomensis",7.6,"combined: BirdLife, eBird, BirdTree"
"Estrilda troglodytes",7.6,"combined: BirdLife, eBird, BirdTree"
"Eubucco aurantiicollis",33.9,"combined: BirdLife, eBird, BirdTree"
"Eubucco bourcierii",37,"combined: BirdLife, eBird, BirdTree"
"Eubucco glaucogularis",32.8,"combined: BirdLife, eBird, BirdTree"
"Eubucco richardsoni",33.9,"combined: BirdLife, eBird, BirdTree"
"Eubucco steerii",32.8,"combined: BirdLife, eBird, BirdTree"
"Eubucco tucinkae",41.7,"combined: BirdLife, eBird, BirdTree"
"Eubucco versicolor",32.8,"combined: BirdLife, eBird, BirdTree"
"Euchrepomis callinota",7,"combined: BirdLife, eBird, BirdTree"
"Euchrepomis humeralis",7.3,"combined: BirdLife, eBird, BirdTree"
"Euchrepomis sharpei",7.49,"combined: BirdLife, eBird, BirdTree"
"Euchrepomis spodioptila",6.5,"combined: BirdLife, eBird, BirdTree"
"Eucometis penicillata",27,"combined: BirdLife, eBird, BirdTree"
"Eudocimus albus",889.673333333333,"combined: BirdLife, eBird, BirdTree"
"Eudocimus ruber",660.086666666667,"combined: BirdLife, eBird, BirdTree"
"Eudromia elegans",702.9,"combined: BirdLife, eBird, BirdTree"
"Eudromia formosa",772.92,"combined: BirdLife, eBird, BirdTree"
"Eudromias morinellus",108.16,"combined: BirdLife, eBird, BirdTree"
"Eudynamys melanorhynchus",198.46,"combined: BirdLife, eBird, BirdTree"
"Eudynamys orientalis",194.913333333333,"combined: BirdLife, eBird, BirdTree"
"Eudynamys scolopaceus",194.913333333333,"combined: BirdLife, eBird, BirdTree"
"Eudynamys taitensis",117,"combined: BirdLife, eBird, BirdTree"
"Eudyptes chrysocome",2327.86666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptes chrysolophus",4485.08666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptes moseleyi",2327.86666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptes pachyrhynchus",3904.88666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptes robustus",3038.01333333333,"combined: BirdLife, eBird, BirdTree"
"Eudyptes schlegeli",4242.62666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptes sclateri",5888.96666666667,"combined: BirdLife, eBird, BirdTree"
"Eudyptula minor",1107.81333333333,"combined: BirdLife, eBird, BirdTree"
"Eugenes fulgens",8,"combined: BirdLife, eBird, BirdTree"
"Eugenes spectabilis",8,"combined: BirdLife, eBird, BirdTree"
"Eugerygone rubra",8.4,"combined: BirdLife, eBird, BirdTree"
"Eugralla paradoxa",44,"combined: BirdLife, eBird, BirdTree"
"Eulabeornis castaneoventris",684.46,"combined: BirdLife, eBird, BirdTree"
"Eulacestoma nigropectus",20,"combined: BirdLife, eBird, BirdTree"
"Eulampis holosericeus",5.7,"combined: BirdLife, eBird, BirdTree"
"Eulampis jugularis",8.86666666666667,"combined: BirdLife, eBird, BirdTree"
"Eulidia yarrellii",2.5,"combined: BirdLife, eBird, BirdTree"
"Eulipoa wallacei",504.98,"combined: BirdLife, eBird, BirdTree"
"Eumomota superciliosa",62.5,"combined: BirdLife, eBird, BirdTree"
"Eumyias additus",22.495,"combined: BirdLife, eBird, BirdTree"
"Eumyias albicaudatus",16.4,"combined: BirdLife, eBird, BirdTree"
"Eumyias indigo",23.1266666666667,"combined: BirdLife, eBird, BirdTree"
"Eumyias panayensis",20,"combined: BirdLife, eBird, BirdTree"
"Eumyias ruficrissa",23.14,"combined: BirdLife, eBird, BirdTree"
"Eumyias sordidus",25.1266666666667,"combined: BirdLife, eBird, BirdTree"
"Eumyias thalassinus",18.1,"combined: BirdLife, eBird, BirdTree"
"Euneornis campestris",16,"combined: BirdLife, eBird, BirdTree"
"Eunymphicus cornutus",130,"combined: BirdLife, eBird, BirdTree"
"Eunymphicus uvaeensis",130,"combined: BirdLife, eBird, BirdTree"
"Euodice cantans",12,"combined: BirdLife, eBird, BirdTree"
"Euodice malabarica",12,"combined: BirdLife, eBird, BirdTree"
"Eupetes macrocerus",69,"combined: BirdLife, eBird, BirdTree"
"Eupetomena cirrochloris",7.7,"combined: BirdLife, eBird, BirdTree"
"Eupetomena macroura",9,"combined: BirdLife, eBird, BirdTree"
"Euphagus carolinus",59.58,"combined: BirdLife, eBird, BirdTree"
"Euphagus cyanocephalus",62.4866666666667,"combined: BirdLife, eBird, BirdTree"
"Eupherusa cyanophrys",4.8,"combined: BirdLife, eBird, BirdTree"
"Eupherusa eximia",4.3,"combined: BirdLife, eBird, BirdTree"
"Eupherusa nigriventris",3.5,"combined: BirdLife, eBird, BirdTree"
"Eupherusa poliocerca",4.8,"combined: BirdLife, eBird, BirdTree"
"Eupherusa ridgwayi",3.8,"combined: BirdLife, eBird, BirdTree"
"Euphonia affinis",10,"combined: BirdLife, eBird, BirdTree"
"Euphonia anneae",14.9,"combined: BirdLife, eBird, BirdTree"
"Euphonia cayennensis",14.3,"combined: BirdLife, eBird, BirdTree"
"Euphonia chalybea",19,"combined: BirdLife, eBird, BirdTree"
"Euphonia chlorotica",11,"combined: BirdLife, eBird, BirdTree"
"Euphonia chrysopasta",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia concinna",10.3,"combined: BirdLife, eBird, BirdTree"
"Euphonia cyanocephala",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia elegantissima",15,"combined: BirdLife, eBird, BirdTree"
"Euphonia finschi",10.4866666666667,"combined: BirdLife, eBird, BirdTree"
"Euphonia flavifrons",14.66,"combined: BirdLife, eBird, BirdTree"
"Euphonia fulvicrissa",11,"combined: BirdLife, eBird, BirdTree"
"Euphonia godmani",10,"combined: BirdLife, eBird, BirdTree"
"Euphonia gouldi",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia hirundinacea",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia imitans",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia jamaica",16.6,"combined: BirdLife, eBird, BirdTree"
"Euphonia laniirostris",15,"combined: BirdLife, eBird, BirdTree"
"Euphonia luteicapilla",13,"combined: BirdLife, eBird, BirdTree"
"Euphonia mesochrysa",13,"combined: BirdLife, eBird, BirdTree"
"Euphonia minuta",10,"combined: BirdLife, eBird, BirdTree"
"Euphonia musica",14.66,"combined: BirdLife, eBird, BirdTree"
"Euphonia pectoralis",14.4,"combined: BirdLife, eBird, BirdTree"
"Euphonia plumbea",8.9,"combined: BirdLife, eBird, BirdTree"
"Euphonia rufiventris",14,"combined: BirdLife, eBird, BirdTree"
"Euphonia saturata",13.2733333333333,"combined: BirdLife, eBird, BirdTree"
"Euphonia sclateri",14.66,"combined: BirdLife, eBird, BirdTree"
"Euphonia trinitatis",11,"combined: BirdLife, eBird, BirdTree"
"Euphonia violacea",15,"combined: BirdLife, eBird, BirdTree"
"Euphonia xanthogaster",13,"combined: BirdLife, eBird, BirdTree"
"Euplectes afer",14.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Euplectes albonotatus",21.0666666666667,"combined: BirdLife, eBird, BirdTree"
"Euplectes ardens",19.0133333333333,"combined: BirdLife, eBird, BirdTree"
"Euplectes aureus",25,"combined: BirdLife, eBird, BirdTree"
"Euplectes axillaris",25.1133333333333,"combined: BirdLife, eBird, BirdTree"
"Euplectes capensis",30.5066666666667,"combined: BirdLife, eBird, BirdTree"
"Euplectes diadematus",13.9,"combined: BirdLife, eBird, BirdTree"
"Euplectes franciscanus",16,"combined: BirdLife, eBird, BirdTree"
"Euplectes gierowii",28.28,"combined: BirdLife, eBird, BirdTree"
"Euplectes hartlaubi",35.5,"combined: BirdLife, eBird, BirdTree"
"Euplectes hordeaceus",19.38,"combined: BirdLife, eBird, BirdTree"
"Euplectes jacksoni",37.02,"combined: BirdLife, eBird, BirdTree"
"Euplectes laticauda",19.02,"combined: BirdLife, eBird, BirdTree"
"Euplectes macroura",21.6733333333333,"combined: BirdLife, eBird, BirdTree"
"Euplectes nigroventris",12.5,"combined: BirdLife, eBird, BirdTree"
"Euplectes orix",22.98,"combined: BirdLife, eBird, BirdTree"
"Euplectes progne",35.1,"combined: BirdLife, eBird, BirdTree"
"Euplectes psammacromius",35.5,"combined: BirdLife, eBird, BirdTree"
"Euplectes psammocromius",35.5,"combined: BirdLife, eBird, BirdTree"
"Eupodotis afra",689.995,"combined: BirdLife, eBird, BirdTree"
"Eupodotis afraoides",745,"combined: BirdLife, eBird, BirdTree"
"Eupodotis caerulescens",1366,"combined: BirdLife, eBird, BirdTree"
"Eupodotis gindiana",782.3,"combined: BirdLife, eBird, BirdTree"
"Eupodotis hartlaubii",1190,"combined: BirdLife, eBird, BirdTree"
"Eupodotis humilis",698,"combined: BirdLife, eBird, BirdTree"
"Eupodotis melanogaster",1151.52,"combined: BirdLife, eBird, BirdTree"
"Eupodotis rueppelii",1107,"combined: BirdLife, eBird, BirdTree"
"Eupodotis rueppellii",1107.04,"combined: BirdLife, eBird, BirdTree"
"Eupodotis ruficrista",712.1,"combined: BirdLife, eBird, BirdTree"
"Eupodotis savilei",712.1,"combined: BirdLife, eBird, BirdTree"
"Eupodotis senegalensis",585,"combined: BirdLife, eBird, BirdTree"
"Eupodotis vigorsii",1700,"combined: BirdLife, eBird, BirdTree"
"Eupsittula astec",76.9,"combined: BirdLife, eBird, BirdTree"
"Eupsittula aurea",84.61,"combined: BirdLife, eBird, BirdTree"
"Eupsittula cactorum",82.5,"combined: BirdLife, eBird, BirdTree"
"Eupsittula canicularis",85,"combined: BirdLife, eBird, BirdTree"
"Eupsittula nana",76.9,"combined: BirdLife, eBird, BirdTree"
"Eupsittula pertinax",83.995,"combined: BirdLife, eBird, BirdTree"
"Euptilotis neoxenus",122.313333333333,"combined: BirdLife, eBird, BirdTree"
"Euptilotus eutilotus",35.3,"combined: BirdLife, eBird, BirdTree"
"Eurillas ansorgei",18.7,"combined: BirdLife, eBird, BirdTree"
"Eurillas curvirostris",24.9,"combined: BirdLife, eBird, BirdTree"
"Eurillas gracilis",21.615,"combined: BirdLife, eBird, BirdTree"
"Eurillas latirostris",26.2,"combined: BirdLife, eBird, BirdTree"
"Eurillas virens",26.58,"combined: BirdLife, eBird, BirdTree"
"Eurocephalus anguitimens",69.0266666666667,"combined: BirdLife, eBird, BirdTree"
"Eurocephalus rueppelli",50.6,"combined: BirdLife, eBird, BirdTree"
"Eurocephalus ruppelli",50.6,"combined: BirdLife, eBird, BirdTree"
"Eurochelidon sirintarae",26,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus archboldi",77,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus argus",93.3933333333333,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus diabolicus",104.386666666667,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus exul",77,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus macrotis",140.64,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus mystacalis",134.513333333333,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus nigripennis",134.51,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus papuensis",80.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Eurostopodus temminckii",95.89,"combined: BirdLife, eBird, BirdTree"
"Euryceros prevostii",96.92,"combined: BirdLife, eBird, BirdTree"
"Eurylaimus harterti",78.2,"combined: BirdLife, eBird, BirdTree"
"Eurylaimus javanicus",78.2,"combined: BirdLife, eBird, BirdTree"
"Eurylaimus ochromalus",33.3,"combined: BirdLife, eBird, BirdTree"
"Eurylaimus samarensis",27.1,"combined: BirdLife, eBird, BirdTree"
"Eurylaimus steerii",38.68,"combined: BirdLife, eBird, BirdTree"
"Eurynorhynchus pygmeus",31.67,"combined: BirdLife, eBird, BirdTree"
"Euryptila subcinnamomea",11.5,"combined: BirdLife, eBird, BirdTree"
"Eurypyga helias",210,"combined: BirdLife, eBird, BirdTree"
"Eurystomus azureus",122.773333333333,"combined: BirdLife, eBird, BirdTree"
"Eurystomus glaucurus",110,"combined: BirdLife, eBird, BirdTree"
"Eurystomus gularis",96.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Eurystomus orientalis",143.013333333333,"combined: BirdLife, eBird, BirdTree"
"Euscarthmus fulviceps",6.8,"combined: BirdLife, eBird, BirdTree"
"Euscarthmus meloryphus",6.8,"combined: BirdLife, eBird, BirdTree"
"Euscarthmus rufomarginatus",6,"combined: BirdLife, eBird, BirdTree"
"Euschistospiza cinereovinacea",12,"combined: BirdLife, eBird, BirdTree"
"Euschistospiza dybowskii",13.4,"combined: BirdLife, eBird, BirdTree"
"Euthlypis lachrymosa",25.6,"combined: BirdLife, eBird, BirdTree"
"Eutoxeres aquila",10.6,"combined: BirdLife, eBird, BirdTree"
"Eutoxeres condamini",10.7933333333333,"combined: BirdLife, eBird, BirdTree"
"Eutrichomyias rowleyi",19,"combined: BirdLife, eBird, BirdTree"
"Eutriorchis astur",700,"combined: BirdLife, eBird, BirdTree"
"Falcipennis canadensis",473.65,"combined: BirdLife, eBird, BirdTree"
"Falcipennis falcipennis",685.605,"combined: BirdLife, eBird, BirdTree"
"Falcipennis franklinii",473.65,"combined: BirdLife, eBird, BirdTree"
"Falco alopex",273.873333333333,"combined: BirdLife, eBird, BirdTree"
"Falco amurensis",141.88,"combined: BirdLife, eBird, BirdTree"
"Falco araea",79.77,"combined: BirdLife, eBird, BirdTree"
"Falco araeus",79.785,"combined: BirdLife, eBird, BirdTree"
"Falco ardosiaceus",234.173333333333,"combined: BirdLife, eBird, BirdTree"
"Falco berigora",587.006666666667,"combined: BirdLife, eBird, BirdTree"
"Falco biarmicus",606.093333333333,"combined: BirdLife, eBird, BirdTree"
"Falco cenchroides",170.48,"combined: BirdLife, eBird, BirdTree"
"Falco cherrug",961.206666666667,"combined: BirdLife, eBird, BirdTree"
"Falco chicquera",208,"combined: BirdLife, eBird, BirdTree"
"Falco columbarius",188.5,"combined: BirdLife, eBird, BirdTree"
"Falco concolor",250,"combined: BirdLife, eBird, BirdTree"
"Falco cuvierii",182.2,"combined: BirdLife, eBird, BirdTree"
"Falco deiroleucus",459.573333333333,"combined: BirdLife, eBird, BirdTree"
"Falco dickinsoni",209,"combined: BirdLife, eBird, BirdTree"
"Falco eleonorae",390,"combined: BirdLife, eBird, BirdTree"
"Falco fasciinucha",254.693333333333,"combined: BirdLife, eBird, BirdTree"
"Falco femoralis",335.773333333333,"combined: BirdLife, eBird, BirdTree"
"Falco hypoleucos",457.2,"combined: BirdLife, eBird, BirdTree"
"Falco jugger",755,"combined: BirdLife, eBird, BirdTree"
"Falco longipennis",249.806666666667,"combined: BirdLife, eBird, BirdTree"
"Falco mexicanus",713.08,"combined: BirdLife, eBird, BirdTree"
"Falco moluccensis",162,"combined: BirdLife, eBird, BirdTree"
"Falco naumanni",152.073333333333,"combined: BirdLife, eBird, BirdTree"
"Falco newtoni",123.386666666667,"combined: BirdLife, eBird, BirdTree"
"Falco novaeseelandiae",418.6,"combined: BirdLife, eBird, BirdTree"
"Falco pelegrinoides",759.95,"combined: BirdLife, eBird, BirdTree"
"Falco peregrinus",759.966666666667,"combined: BirdLife, eBird, BirdTree"
"Falco punctatus",167.406666666667,"combined: BirdLife, eBird, BirdTree"
"Falco ruficollis",208,"combined: BirdLife, eBird, BirdTree"
"Falco rufigularis",163.626666666667,"combined: BirdLife, eBird, BirdTree"
"Falco rupicoloides",261,"combined: BirdLife, eBird, BirdTree"
"Falco rupicolus",183.2,"combined: BirdLife, eBird, BirdTree"
"Falco rusticolus",1431.71333333333,"combined: BirdLife, eBird, BirdTree"
"Falco severus",200.626666666667,"combined: BirdLife, eBird, BirdTree"
"Falco sparverius",114.606666666667,"combined: BirdLife, eBird, BirdTree"
"Falco subbuteo",208.18,"combined: BirdLife, eBird, BirdTree"
"Falco subniger",776.026666666667,"combined: BirdLife, eBird, BirdTree"
"Falco tinnunculus",183.206666666667,"combined: BirdLife, eBird, BirdTree"
"Falco vespertinus",151.493333333333,"combined: BirdLife, eBird, BirdTree"
"Falco zoniventris",174,"combined: BirdLife, eBird, BirdTree"
"Falculea palliata",111,"combined: BirdLife, eBird, BirdTree"
"Falcunculus frontatus",27.9266666666667,"combined: BirdLife, eBird, BirdTree"
"Falcunculus leucogaster",27.94,"combined: BirdLife, eBird, BirdTree"
"Falcunculus whitei",27.94,"combined: BirdLife, eBird, BirdTree"
"Ferminia cerverai",26,"combined: BirdLife, eBird, BirdTree"
"Ficedula albicilla",10.8,"combined: BirdLife, eBird, BirdTree"
"Ficedula albicollis",12.6933333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula basilanica",13.5266666666667,"combined: BirdLife, eBird, BirdTree"
"Ficedula bonthaina",12.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula buruensis",14.5,"combined: BirdLife, eBird, BirdTree"
"Ficedula crypta",11.5,"combined: BirdLife, eBird, BirdTree"
"Ficedula disposita",12.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula dumetoria",9.4,"combined: BirdLife, eBird, BirdTree"
"Ficedula elisae",13.1,"combined: BirdLife, eBird, BirdTree"
"Ficedula erithacus",10,"combined: BirdLife, eBird, BirdTree"
"Ficedula harterti",12.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula henrici",14.5,"combined: BirdLife, eBird, BirdTree"
"Ficedula hodgsoni",10,"combined: BirdLife, eBird, BirdTree"
"Ficedula hodgsonii",10,"combined: BirdLife, eBird, BirdTree"
"Ficedula hyperythra",8.2,"combined: BirdLife, eBird, BirdTree"
"Ficedula hypoleuca",13.7933333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula luzoniensis",8.2,"combined: BirdLife, eBird, BirdTree"
"Ficedula monileger",11,"combined: BirdLife, eBird, BirdTree"
"Ficedula mugimaki",11.7,"combined: BirdLife, eBird, BirdTree"
"Ficedula narcissina",13.1,"combined: BirdLife, eBird, BirdTree"
"Ficedula nigrorufa",9.37333333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula owstoni",13.1,"combined: BirdLife, eBird, BirdTree"
"Ficedula parva",10.8,"combined: BirdLife, eBird, BirdTree"
"Ficedula platenae",12.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula riedeli",9.4,"combined: BirdLife, eBird, BirdTree"
"Ficedula ruficauda",13.3,"combined: BirdLife, eBird, BirdTree"
"Ficedula rufigula",11.6,"combined: BirdLife, eBird, BirdTree"
"Ficedula sapphira",7.8,"combined: BirdLife, eBird, BirdTree"
"Ficedula semitorquata",14.4,"combined: BirdLife, eBird, BirdTree"
"Ficedula solitaris",13.1,"combined: BirdLife, eBird, BirdTree"
"Ficedula speculigera",13.8,"combined: BirdLife, eBird, BirdTree"
"Ficedula strophiata",12.8266666666667,"combined: BirdLife, eBird, BirdTree"
"Ficedula subrubra",10.4,"combined: BirdLife, eBird, BirdTree"
"Ficedula superciliaris",8,"combined: BirdLife, eBird, BirdTree"
"Ficedula timorensis",12.0733333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula tricolor",8.27333333333333,"combined: BirdLife, eBird, BirdTree"
"Ficedula westermanni",7.8,"combined: BirdLife, eBird, BirdTree"
"Ficedula zanthopygia",12.1066666666667,"combined: BirdLife, eBird, BirdTree"
"Florisuga fusca",8,"combined: BirdLife, eBird, BirdTree"
