"AOU","fLU_ab","fLU_pr","fLU_tas","Diet.5Cat","IUCN_status","tail","ORDER","Family","Genus","Species","English_Common_Name","ScientificName","BirdTreeName","comments","newBT","kipps","HWI","Avibase.ID","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments_gbif","gbif_dwnld_type","cleaned_records","bio1","bio12"
6310,-0.081311838,0.244605961,0.465372199,"Invertebrate","LC","UT","Passeriformes","Vireonidae","Vireo","griseus","White-eyed Vireo","Vireo griseus","Vireo griseus","","Vireo_griseus",11.0666666666667,17.9360092765293,"AVIBASE-D97F93CC","10/1/2022",2487413,1543075,1543017,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487413&occurrence_status=present","manual",760000,15.5260330578513,1321.07201867816
6320,-0.833333333,-0.527540048,-0.394932936,"Invertebrate","LC","UT","Passeriformes","Vireonidae","Vireo","huttoni","Hutton's Vireo","Vireo huttoni","Vireo huttoni","","Vireo_huttoni",10.75,16.9692994894808,"AVIBASE-1BDF5C00","10/1/2022",9722986,446492,446376,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9722986&occurrence_status=present","manual",36716,13.979411764706,1145.72228899922
6330,-0.396551724,0.559929789,-0.398416887,"Invertebrate","LC","UT","Passeriformes","Vireonidae","Vireo","bellii","Bell's Vireo","Vireo bellii","Vireo bellii","","Vireo_bellii",10.8166666666667,19.4063817676881,"AVIBASE-C3168495","10/1/2022",2487441,271588,271558,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487441&occurrence_status=present","manual",202315,17.0050000000001,768.689696430337
6360,0.103661869,-0.276988042,-0.191495475,"Invertebrate","LC","LT","Passeriformes","Parulidae","Mniotilta","varia","Black-and-white Warbler","Mniotilta varia","Mniotilta varia","","Mniotilta_varia",17.025,25.5056054568785,"AVIBASE-4D207AF6","9/28/2022",2489613,2173641,2173559,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489613&occurrence_status=present","manual",772042,12.4547337278107,1723.05799279127
6370,-0.732723896,-0.140323046,0.687366167,"Invertebrate","LC","UT","Passeriformes","Parulidae","Protonotaria","citrea","Prothonotary Warbler","Protonotaria citrea","Protonotaria citrea","","Protonotaria_citrea",20.875,29.9197944103014,"AVIBASE-4D08EE7E","9/30/2022",2489871,406082,406040,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489871&occurrence_status=present","manual",267734,16.148046875,1599.31192576565
6430,1,0.51565762,-0.86,"Invertebrate","LC","LT","Passeriformes","Parulidae","Leiothlypis","luciae","Lucy's Warbler","Leiothlypis luciae","Vermivora luciae","","Vermivora_luciae",13.2,23.7268957484665,"AVIBASE-E8EB3C96","9/28/2022",8293756,155448,155434,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8293756&occurrence_status=present","manual",53976,16.8438388625593,408.474174259681
6450,-0.12804878,-0.036495286,0.288705802,"Invertebrate","LC","UT","Passeriformes","Parulidae","Leiothlypis","ruficapilla","Nashville Warbler","Leiothlypis ruficapilla","Vermivora ruficapilla","","Vermivora_ruficapilla",13.35,23.5354903716973,"AVIBASE-183E5F90","9/28/2022",7531611,1188496,1188400,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7531611&occurrence_status=present","manual",661141,12.0015060240964,1141.31339176745
6460,-0.004464286,-0.225950783,-0.117680339,"Invertebrate","LC","UT","Passeriformes","Parulidae","Leiothlypis","celata","Orange-crowned Warbler","Leiothlypis celata","Vermivora celata","","Vermivora_celata",13.825,23.0373121224891,"AVIBASE-FFF61080","9/28/2022",8169649,1920123,1919933,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=8169649&occurrence_status=present","manual",837475,8.38874345549743,1332.15648408553
6470,-1,1,-1,"Invertebrate","LC","UT","Passeriformes","Parulidae","Leiothlypis","peregrina","Tennessee Warbler","Leiothlypis peregrina","Vermivora peregrina","","Vermivora_peregrina",16.625,25.852915921288,"AVIBASE-D204A930","9/28/2022",7415507,929894,929791,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7415507&occurrence_status=present","manual",316314,10.3160477453581,1744.74375948506
6480,0.070068545,0.115480103,0.309160654,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","americana","Northern Parula","Setophaga americana","Parula americana","","Parula_americana",15.4833333333333,28.0865215128011,"AVIBASE-41062654","9/30/2022",6093345,1847271,1847229,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093345&occurrence_status=present","manual",690433,13.2815068493151,1313.41198632576
6520,-0.162204802,-0.484908857,0.339064821,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","petechia","Yellow Warbler","Setophaga petechia","Dendroica petechia","","Dendroica_petechia",14.1315789473684,23.6479632969823,"AVIBASE-A6C0C4A9","9/30/2022",7341834,4353769,4353049,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341834&occurrence_status=present","manual",1943374,8.9441605839416,1771.30969447087
6540,-0.666868565,-0.181383792,-0.294245385,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","caerulescens","Black-throated Blue Warbler","Setophaga caerulescens","Dendroica caerulescens","","Dendroica_caerulescens",14.95,24.1419153085392,"AVIBASE-67B455A7","9/30/2022",7341828,802118,802074,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341828&occurrence_status=present","manual",636996,12.9179180887373,1321.84701401831
6550,0.251097804,0.188338142,0.207647371,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","coronata coronata","(Myrtle Warbler) Yellow-rumped Warbler","Setophaga coronata coronata","Dendroica coronata","manual (subspecies not found, BL to BT)","Dendroica_coronata",17.5545454545455,24.4955496404798,"AVIBASE-524C7116","9/24/2022",7341806,8394,8392,NA,"code",6320,11.336046511628,1074.62281672817
6570,-0.095447871,-0.119403231,-0.037661051,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","magnolia","Magnolia Warbler","Setophaga magnolia","Dendroica magnolia","","Dendroica_magnolia",12.5555555555556,21.0737273342774,"AVIBASE-1E82CE1E","9/30/2022",6093209,1280105,1280023,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093209&occurrence_status=present","manual",402853,11.9944117647059,1379.28315941665
6590,-0.196143617,-0.265445761,-0.101445455,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","pensylvanica","Chestnut-sided Warbler","Setophaga pensylvanica","Dendroica pensylvanica","","Dendroica_pensylvanica",16.8777777777778,26.5887958906845,"AVIBASE-7AB1229B","9/30/2022",6092942,1238082,1238016,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092942&occurrence_status=present","manual",561022,12.88399339934,1797.23780399173
6610,-1,-1,0.183673469,"Invertebrate","NT","UT","Passeriformes","Parulidae","Setophaga","striata","Blackpoll Warbler","Setophaga striata","Dendroica striata","","Dendroica_striata",23.25,31.2993369092686,"AVIBASE-544A5E6B","9/30/2022",6092935,724781,724686,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092935&occurrence_status=present","manual",138411,9.07835051546391,1309.54729291619
6620,-0.077829196,-0.265103843,-0.160942761,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","fusca","Blackburnian Warbler","Setophaga fusca","Dendroica fusca","","Dendroica_fusca",21.9,32.4152112159278,"AVIBASE-4168AF09","9/30/2022",6093199,746928,746873,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093199&occurrence_status=present","manual",226563,13.3677631578948,1891.1997791083
6630,-1,-0.373174689,0.870073625,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","dominica","Yellow-throated Warbler","Setophaga dominica","Dendroica dominica","","Dendroica_dominica",18.775,27.7055645833887,"AVIBASE-136451CF","9/30/2022",7341800,605052,605030,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341800&occurrence_status=present","manual",284019,15.1387159533074,1403.29095900439
6650,-0.403508772,-0.581623347,-0.380382001,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","nigrescens","Black-throated Gray Warbler","Setophaga nigrescens","Dendroica nigrescens","","Dendroica_nigrescens",14.79,23.358827711928,"AVIBASE-6B7A93C5","9/30/2022",7341770,387885,387714,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341770&occurrence_status=present","manual",83312,13.1814393939395,1142.38188334963
6670,0.198838897,-0.434215871,0.290449882,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","virens","Black-throated Green Warbler","Setophaga virens","Dendroica virens","","Dendroica_virens",16.4785714285714,26.5394355349985,"AVIBASE-9FFEDE99","9/30/2022",6092631,1406154,1406091,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092631&occurrence_status=present","manual",714666,12.5846405228759,1590.17870532216
6680,1,-0.042551091,-0.463564831,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","townsendi","Townsend's Warbler","Setophaga townsendi","Dendroica townsendi","","Dendroica_townsendi",17.7071428571429,27.7860125405653,"AVIBASE-F6C6C3F7","9/30/2022",6092651,601085,600974,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092651&occurrence_status=present","manual",143297,10.0118461538462,1340.54670893157
6690,0.748717949,-0.779848947,0.036319613,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","occidentalis","Hermit Warbler","Setophaga occidentalis","Dendroica occidentalis","","Dendroica_occidentalis",18.04,26.9299415255013,"AVIBASE-0EB07C12","9/30/2022",6092644,147404,147369,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6092644&occurrence_status=present","manual",113633,12.4659259259259,1437.15384775374
6710,-0.315352952,0.085021072,0.540864291,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","pinus","Pine Warbler","Setophaga pinus","Dendroica pinus","","Dendroica_pinus",20.5928571428571,28.6493205998371,"AVIBASE-6283E61E","9/30/2022",7341816,1823843,1823816,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341816&occurrence_status=present","manual",823302,13.4313688212928,1260.35295976056
6730,0.213717085,0.038751963,0.809661709,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","discolor","Prairie Warbler","Setophaga discolor","Dendroica discolor","","Dendroica_discolor",11.0733333333333,19.9849546375435,"AVIBASE-E36325FA","9/30/2022",7341789,578726,578282,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341789&occurrence_status=present","manual",244049,15.4577235772358,1324.64267992978
6740,-0.161359861,-0.630767728,0.378740232,"Invertebrate","LC","UT","Passeriformes","Parulidae","Seiurus","aurocapilla","Ovenbird","Seiurus aurocapilla","Seiurus aurocapilla","","Seiurus_aurocapilla",18.2625,24.8547152048864,"AVIBASE-CEA5B6AA","9/30/2022",2489590,1797262,1797118,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489590&occurrence_status=present","manual",818021,12.2703703703704,1315.86762175915
6750,-1,-0.800547054,-0.087893864,"Invertebrate","LC","UT","Passeriformes","Parulidae","Parkesia","noveboracensis","Northern Waterthrush","Parkesia noveboracensis","Seiurus noveboracensis","","Seiurus_noveboracensis",21.05,27.9817385150298,"AVIBASE-709AF716","9/28/2022",6093856,903861,903739,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093856&occurrence_status=present","manual",435685,9.43430379746843,1610.9612959113
6760,-1,-0.86017163,0.852082039,"Invertebrate","LC","UT","Passeriformes","Parulidae","Parkesia","motacilla","Louisiana Waterthrush","Parkesia motacilla","Seiurus motacilla","","Seiurus_motacilla",23.65,29.6961699076055,"AVIBASE-7AB0F3A4","9/28/2022",6093862,400110,400065,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093862&occurrence_status=present","manual",319814,16.3016129032258,1646.70208147728
6770,0.212351574,0.453832092,0.601002865,"Invertebrate","LC","LT","Passeriformes","Parulidae","Geothlypis","formosa","Kentucky Warbler","Geothlypis formosa","Oporornis formosus","","Oporornis_formosus",16.65,24.9453450860271,"AVIBASE-8C105C3C","9/27/2022",6093586,210577,210529,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093586&occurrence_status=present","manual",70669,16.0024444444444,1549.04948222084
6790,0.258741259,0.044947745,0.692160612,"Invertebrate","LC","LT","Passeriformes","Parulidae","Geothlypis","philadelphia","Mourning Warbler","Geothlypis philadelphia","Oporornis philadelphia","","Oporornis_philadelphia",15.1222222222222,25.3358591786352,"AVIBASE-1A0096F2","9/27/2022",5789148,231887,231849,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789148&occurrence_status=present","manual",196015,12.6416932907348,1600.06012486428
6800,-0.075,-0.255774862,0.048898442,"Invertebrate","LC","UT","Passeriformes","Parulidae","Geothlypis","tolmiei","MacGillivray's Warbler","Geothlypis tolmiei","Oporornis tolmiei","","Oporornis_tolmiei",13.2,22.9342427276661,"AVIBASE-85106518","9/27/2022",5789146,320910,320699,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5789146&occurrence_status=present","manual",128808,11.5487987987988,1247.36404715128
6810,-0.014490208,-0.414312518,0.458257544,"Invertebrate","LC","UT","Passeriformes","Parulidae","Geothlypis","trichas","Common Yellowthroat","Geothlypis trichas","Geothlypis trichas","","Geothlypis_trichas",8.46,16.0590322531499,"AVIBASE-BA4C8A02","9/28/2022",2489670,5410321,5409658,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489670&occurrence_status=present","manual",2421042,10.9154596100279,1279.68078622512
6830,-0.007162921,0.121321549,0.650749086,"Invertebrate","LC","UT","Passeriformes","Icteriidae","Icteria","virens","Yellow-breasted Chat","Icteria virens","Icteria virens","","Icteria_virens",16.3,21.2635453310953,"AVIBASE-734C73A9","9/28/2022",2489989,624798,624690,"https://www.gbif.org/occurrence/search?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489989&occurrence_status=present","manual",406211,14.6868243243244,1146.26707582076
6840,-0.122807018,-0.508215569,0.81873073,"Invertebrate","LC","UT","Passeriformes","Parulidae","Setophaga","citrina","Hooded Warbler","Setophaga citrina","Wilsonia citrina","","Wilsonia_citrina",13.625,21.5245004787958,"AVIBASE-15EB3000","9/30/2022",6093374,572096,572038,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=6093374&occurrence_status=present","manual",307890,15.4933198380567,1532.51301126717
6850,-0.389285714,-0.154475239,0.064045279,"Invertebrate","LC","UT","Passeriformes","Parulidae","Cardellina","pusilla","Wilson's Warbler","Cardellina pusilla","Wilsonia pusilla","","Wilsonia_pusilla",11.54,20.7231598732217,"AVIBASE-1F09CCCC","9/26/2022",7341606,1471122,1470882,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=7341606&occurrence_status=present","manual",820273,8.9010050251257,1678.89359991187
6870,0.053308684,-0.564842751,0.252671965,"Invertebrate","LC","LT","Passeriformes","Parulidae","Setophaga","ruticilla","American Redstart","Setophaga ruticilla","Setophaga ruticilla","","Setophaga_ruticilla",15.6363636363636,24.6331733558423,"AVIBASE-BED38F50","9/30/2022",2489985,2530451,2530332,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2489985&occurrence_status=present","manual",1206564,11.9436046511628,1613.79168211307
6882,-0.03418211,-0.526762566,0.540696064,"PlantSeed","LC","UT","Passeriformes","Passeridae","Passer","domesticus","House Sparrow","Passer domesticus","Passer domesticus","","Passer_domesticus",20.44,27.3495547915769,"AVIBASE-240E3390","9/28/2022",5231190,15401834,15387842,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231190&occurrence_status=present","manual",6534891,10.1321428571429,1681.76350886391
7000,1,-1,-0.935897436,"Invertebrate","VU","LT","Passeriformes","Motacillidae","Anthus","spragueii","Sprague's Pipit","Anthus spragueii","Anthus spragueii","","Anthus_spragueii",20.775,26.3612119764294,"AVIBASE-BF380B5D","9/24/2022",2490268,28901,28895,NA,"code",26869,13.018016194332,686.841893136803
7020,-0.371621622,0.487226417,0.856517935,"Invertebrate","LC","UT","Passeriformes","Mimidae","Oreoscoptes","montanus","Sage Thrasher","Oreoscoptes montanus","Oreoscoptes montanus","","Oreoscoptes_montanus",25.4,25.9831785823751,"AVIBASE-F6DF700B","9/28/2022",2494973,111893,111853,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494973&occurrence_status=present","manual",108897,11.4624161073826,468.487422852377
7030,0.096381963,-0.254349776,0.490293388,"Omnivore","LC","LT","Passeriformes","Mimidae","Mimus","polyglottos","Northern Mockingbird","Mimus polyglottos","Mimus polyglottos","","Mimus_polyglottos",23.11,20.5512383127033,"AVIBASE-7EFF698D","9/28/2022",5231677,7546362,7546273,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231677&occurrence_status=present","manual",3212742,13.4705882352941,1078.59508544848
7040,0.017539843,-0.624801088,0.534959013,"Invertebrate","LC","LT","Passeriformes","Mimidae","Dumetella","carolinensis","Gray Catbird","Dumetella carolinensis","Dumetella carolinensis","","Dumetella_carolinensis",16.7857142857143,18.6480400685632,"AVIBASE-95B77F08","9/27/2022",2494936,5847240,5847123,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494936&occurrence_status=present","manual",2533716,12.113141025641,1262.25577381268
7050,0.002666667,-0.258009917,0.658394079,"Omnivore","LC","LT","Passeriformes","Mimidae","Toxostoma","rufum","Brown Thrasher","Toxostoma rufum","Toxostoma rufum","","Toxostoma_rufum",13.975,13.8886347963155,"AVIBASE-C8F9F2D0","10/1/2022",9479809,2349248,2349225,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9479809&occurrence_status=present","manual",1360753,12.0462406015038,1093.77644890696
7130,-0.27047488,0.751540041,0.231396534,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus","Cactus Wren","Campylorhynchus brunneicapillus","Campylorhynchus brunneicapillus","","Campylorhynchus_brunneicapillus",11.275,13.717877206833,"AVIBASE-891F222F","9/26/2022",5231474,361260,361195,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231474&occurrence_status=present","manual",321488,16.5706703910615,416.576643571978
7150,0.036509286,0.163132321,0.374470249,"Invertebrate","LC","LT","Passeriformes","Troglodytidae","Salpinctes","obsoletus","Rock Wren","Salpinctes obsoletus","Salpinctes obsoletus","","Salpinctes_obsoletus",11.85,17.301082974996,"AVIBASE-76DF73A9","9/30/2022",5231483,340053,339959,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231483&occurrence_status=present","manual",295736,10.3272307692308,730.892967409949
7180,-0.067084927,-0.461758157,0.632624702,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Thryothorus","ludovicianus","Carolina Wren","Thryothorus ludovicianus","Thryothorus ludovicianus","","Thryothorus_ludovicianus",6.825,11.3994416170508,"AVIBASE-0B70AD86","10/1/2022",2493801,7635694,7635710,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493801&occurrence_status=present","manual",3647740,14.885546875,1270.61621896326
7190,0.36610608,0.228143638,-0.416515973,"Invertebrate","LC","LT","Passeriformes","Troglodytidae","Thryomanes","bewickii","Bewick's Wren","Thryomanes bewickii","Thryomanes bewickii","","Thryomanes_bewickii",7.35,13.7665582303188,"AVIBASE-603194D3","10/1/2022",2493843,2088615,2088584,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493843&occurrence_status=present","manual",1147954,13.100936329588,1067.65134061013
7210,-0.080353174,-0.519193215,0.545650589,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Troglodytes","aedon","House Wren","Troglodytes aedon","Troglodytes aedon","","Troglodytes_aedon",6.66205882352941,12.939023437822,"AVIBASE-A381417F","10/1/2022",5231459,4977052,4976676,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=5231459&occurrence_status=present","manual",2586907,12.0249271137027,2095.74771171765
7221,-0.673469388,-0.299870186,-0.524590164,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Troglodytes","pacificus","Pacific Wren","Troglodytes pacificus","Troglodytes troglodytes","","Troglodytes_troglodytes",8.38666666666667,18.9957631815278,"AVIBASE-CF5B7A9D","10/1/2022",9533566,558892,558822,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9533566&occurrence_status=present","manual",125502,7.90294117647062,1694.37352690528
7240,-0.646502836,-0.061957728,0.261363636,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Cistothorus","platensis","Sedge Wren","Cistothorus platensis","Cistothorus platensis","","Cistothorus_platensis",6.1,13.3573646850044,"AVIBASE-CB4C1514","9/27/2022",2493890,262627,262602,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493890&occurrence_status=present","manual",121250,12.242936802974,1192.2829056981
7250,-0.160401003,0.747085048,-0.753205128,"Invertebrate","LC","UT","Passeriformes","Troglodytidae","Cistothorus","palustris","Marsh Wren","Cistothorus palustris","Cistothorus palustris","","Cistothorus_palustris",9.65,19.9836713531566,"AVIBASE-787E0536","9/27/2022",2493863,1375445,1375394,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2493863&occurrence_status=present","manual",1067315,11.9264705882354,1035.58237090825
7260,-1,-0.896797743,0.359425962,"Invertebrate","LC","UT","Passeriformes","Certhiidae","Certhia","americana","Brown Creeper","Certhia americana","Certhia americana","","Certhia_americana",15.3,24.0965221774194,"AVIBASE-BAC33609","9/26/2022",9581157,1866706,1866250,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9581157&occurrence_status=present","manual",945149,9.61025641025645,1395.09377748041
7270,0.098690827,-0.728661122,0.595225127,"Omnivore","LC","LT","Passeriformes","Sittidae","Sitta","carolinensis","White-breasted Nuthatch","Sitta carolinensis","Sitta carolinensis","","Sitta_carolinensis",27.6,31.1930389522687,"AVIBASE-19CCBBD2","9/30/2022",2484892,8983078,8982803,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484892&occurrence_status=present","manual",5046259,9.78648648648652,1066.97879877402
7280,0.063066864,-0.029171529,-0.200802174,"Omnivore","LC","LT","Passeriformes","Sittidae","Sitta","canadensis","Red-breasted Nuthatch","Sitta canadensis","Sitta canadensis","","Sitta_canadensis",17.325,26.1559017464933,"AVIBASE-0716A71C","9/30/2022",2484879,3792319,3791959,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484879&occurrence_status=present","manual",1765880,9.01269113149851,1398.60709247821
7290,0.084337349,-0.537234043,0.896666667,"Invertebrate","LC","LT","Passeriformes","Sittidae","Sitta","pusilla","Brown-headed Nuthatch","Sitta pusilla","Sitta pusilla","","Sitta_pusilla",15.12,23.2574300699301,"AVIBASE-AD7F307B","9/30/2022",2484904,658278,658266,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484904&occurrence_status=present","manual",521882,16.2702453987731,1421.75667567183
7310,0.145536211,-0.636815312,0.633041308,"Invertebrate","LC","LT","Passeriformes","Paridae","Baeolophus","bicolor","Tufted Titmouse","Baeolophus bicolor","Baeolophus bicolor","","Baeolophus_bicolor",12.51875,16.0630939905318,"AVIBASE-B488AB70","9/26/2022",2487887,8164703,8164668,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487887&occurrence_status=present","manual",4038416,12.6974137931035,1350.16360751566
7320,1,0.16534867,-0.99068323,"Invertebrate","LC","LT","Passeriformes","Paridae","Baeolophus","atricristatus","Black-crested Titmouse","Baeolophus atricristatus","Baeolophus atricristatus","","Baeolophus_atricristatus",10.56,14.6369732783109,"AVIBASE-66698D9B","9/26/2022",2487919,398638,398637,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487919&occurrence_status=present","manual",358827,17.8534965034965,779.268843663275
7331,1,0.770212766,-0.296,"Invertebrate","LC","LT","Passeriformes","Paridae","Baeolophus","ridgwayi","Juniper Titmouse","Baeolophus ridgwayi","Baeolophus ridgwayi","","Baeolophus_ridgwayi",7.65,10.5448398070495,"AVIBASE-E366AB90","9/24/2022",2487898,90574,90520,NA,"code",89419,11.0235042735043,419.237658227848
7350,-0.127034438,-0.291888296,0.027232737,"Invertebrate","LC","UT","Passeriformes","Paridae","Poecile","atricapillus","Black-capped Chickadee","Poecile atricapillus","Parus atricapillus","","Parus_atricapillus",11.9583333333333,18.5830084964187,"AVIBASE-B1F0CC82","9/29/2022",2487805,11915794,11915647,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487805&occurrence_status=present","manual",5175609,5.0577777777778,1312.91700332642
7360,-0.056773517,-0.286458257,0.657960921,"Invertebrate","LC","UT","Passeriformes","Paridae","Poecile","carolinensis","Carolina Chickadee","Poecile carolinensis","Parus carolinensis","","Parus_carolinensis",11.4142857142857,19.5186899423055,"AVIBASE-F941AAD3","9/29/2022",2487844,5399545,5399507,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487844&occurrence_status=present","manual",2461572,14.4729946524064,1318.12078233927
7380,0.026376147,-0.326883131,0.393423735,"Invertebrate","LC","LT","Passeriformes","Paridae","Poecile","gambeli","Mountain Chickadee","Poecile gambeli","Parus gambeli","","Parus_gambeli",13.2,19.1968466491074,"AVIBASE-DE0971C1","9/29/2022",2487825,918400,917781,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487825&occurrence_status=present","manual",725146,8.47200647249196,1067.76811755263
7410,-1,-0.300662964,-0.501635769,"Invertebrate","LC","UT","Passeriformes","Paridae","Poecile","rufescens","Chestnut-backed Chickadee","Poecile rufescens","Parus rufescens","","Parus_rufescens",10.9,17.7964033528297,"AVIBASE-FF592882","9/29/2022",2487783,1308993,1308919,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487783&occurrence_status=present","manual",515045,7.41303317535545,1679.72820161413
7430,0.956521739,0.127118644,-0.565217391,"Invertebrate","LC","LT","Passeriformes","Aegithalidae","Psaltriparus","minimus","Bushtit","Psaltriparus minimus","Psaltriparus minimus","","Psaltriparus_minimus",8.775,19.4245801033592,"AVIBASE-AE37ED4D","9/30/2022",2494988,1636445,1636094,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2494988&occurrence_status=present","manual",734130,12.0383018867925,1117.46482408991
